measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Global,2004,55 to 59,Male,24407071.298280496,24106431.681109436,24785225.652752914
DALYs (Disability-Adjusted Life Years),Number,Global,2004,60 to 64,Both,40320333.17773008,39660599.43194504,41106747.01853883
DALYs (Disability-Adjusted Life Years),Number,Global,2004,60 to 64,Female,19262339.452339962,18920585.963043973,19685652.26492714
DALYs (Disability-Adjusted Life Years),Number,Global,2004,60 to 64,Male,20996597.861152247,20676523.602746934,21249129.23704274
DALYs (Disability-Adjusted Life Years),Number,Global,2004,65 to 69,Both,37544456.23961303,36567711.439411804,38217386.463393554
DALYs (Disability-Adjusted Life Years),Number,Global,2004,65 to 69,Female,18495703.5715705,18083044.20829227,18835999.26176997
DALYs (Disability-Adjusted Life Years),Number,Global,2004,65 to 69,Male,18888192.627083752,18435277.796152387,19265635.949855506
DALYs (Disability-Adjusted Life Years),Number,Global,2004,70 to 74,Both,31361832.575286202,30775784.145409547,31763464.213586487
DALYs (Disability-Adjusted Life Years),Number,Global,2004,70 to 74,Female,15932773.077771911,15648237.197939018,16232215.016801443
DALYs (Disability-Adjusted Life Years),Number,Global,2004,70 to 74,Male,15290046.126425264,15022169.772146698,15533337.755950857
DALYs (Disability-Adjusted Life Years),Number,Global,2004,75 to 79,Both,23771218.646864835,23406245.07792598,24215807.479424477
DALYs (Disability-Adjusted Life Years),Number,Global,2004,75 to 79,Female,12736515.719407823,12526046.415694213,13020418.684017284
DALYs (Disability-Adjusted Life Years),Number,Global,2004,75 to 79,Male,10842979.405695718,10626155.90477217,11025867.589165473
DALYs (Disability-Adjusted Life Years),Number,Global,2004,80 to 84,Both,14492352.880890122,14140292.66831918,14811059.909262996
DALYs (Disability-Adjusted Life Years),Number,Global,2004,80 to 84,Female,8435168.61133242,8270538.473104496,8602637.070571091
DALYs (Disability-Adjusted Life Years),Number,Global,2004,80 to 84,Male,5909374.079947764,5840883.945799546,5999411.189554885
DALYs (Disability-Adjusted Life Years),Number,Global,2004,85 to 89,Both,6693286.414688413,6557929.853130945,6773775.814322643
DALYs (Disability-Adjusted Life Years),Number,Global,2004,85 to 89,Female,4166555.5826195106,4085409.3785764202,4230718.151654989
DALYs (Disability-Adjusted Life Years),Number,Global,2004,85 to 89,Male,2440250.8183459416,2388128.924651633,2479571.5433134316
DALYs (Disability-Adjusted Life Years),Number,Global,2004,90 to 94,Both,2681278.816579281,2623512.718451117,2744632.325716241
DALYs (Disability-Adjusted Life Years),Number,Global,2004,90 to 94,Female,1799543.6566563698,1753818.6667841151,1832775.7785085419
DALYs (Disability-Adjusted Life Years),Number,Global,2004,90 to 94,Male,830674.921077404,816636.3281226016,841936.4933322496
DALYs (Disability-Adjusted Life Years),Number,Global,2005,25 to 29,Both,42905301.16886466,42155424.08419627,43818988.874993026
DALYs (Disability-Adjusted Life Years),Number,Global,2005,25 to 29,Female,18135901.471304826,17798864.915757596,18432339.53597179
DALYs (Disability-Adjusted Life Years),Number,Global,2005,25 to 29,Male,24779874.165905032,24446450.301554885,25135404.5688493
DALYs (Disability-Adjusted Life Years),Number,Global,2005,30 to 34,Both,50609712.697603166,49625801.515241414,51554606.29246052
DALYs (Disability-Adjusted Life Years),Number,Global,2005,30 to 34,Female,22034137.80372888,21647543.88013092,22411336.327102784
DALYs (Disability-Adjusted Life Years),Number,Global,2005,30 to 34,Male,28733377.696664337,27905639.08228119,29267890.836717755
DALYs (Disability-Adjusted Life Years),Number,Global,2005,35 to 39,Both,57038510.1167587,55766833.06208897,58262395.28459051
DALYs (Disability-Adjusted Life Years),Number,Global,2005,35 to 39,Female,25145022.66606683,24542340.442916773,25804679.315185726
DALYs (Disability-Adjusted Life Years),Number,Global,2005,35 to 39,Male,31888896.029078636,31280433.91421289,32483197.107301515
DALYs (Disability-Adjusted Life Years),Number,Global,2005,40 to 44,Both,58361517.69728864,57485250.32020343,59485190.5800499
DALYs (Disability-Adjusted Life Years),Number,Global,2005,40 to 44,Female,26007369.159026437,25627679.99413093,26367307.72322263
DALYs (Disability-Adjusted Life Years),Number,Global,2005,40 to 44,Male,32200568.690303206,31654364.543074906,32807200.127468973
DALYs (Disability-Adjusted Life Years),Number,Global,2005,45 to 49,Both,55052666.677550055,54103704.97233863,55943329.67773728
DALYs (Disability-Adjusted Life Years),Number,Global,2005,45 to 49,Female,24824638.293053895,24416974.005575024,25224859.40202888
DALYs (Disability-Adjusted Life Years),Number,Global,2005,45 to 49,Male,30287392.610182997,29847708.63929478,30901819.800222475
DALYs (Disability-Adjusted Life Years),Number,Global,2005,50 to 54,Both,54401640.39916682,53229233.84711824,55576460.53547739
DALYs (Disability-Adjusted Life Years),Number,Global,2005,50 to 54,Female,25051408.910539746,24790708.04062917,25368320.613506295
DALYs (Disability-Adjusted Life Years),Number,Global,2005,50 to 54,Male,29330938.910085693,28754209.14725373,29826725.07068538
DALYs (Disability-Adjusted Life Years),Number,Global,2005,55 to 59,Both,47436589.636297554,46665428.536538094,48285246.07662158
DALYs (Disability-Adjusted Life Years),Number,Global,2005,55 to 59,Female,22086062.1914092,21810593.762391973,22489700.401622314
DALYs (Disability-Adjusted Life Years),Number,Global,2005,55 to 59,Male,25324419.41446161,24972046.372320414,25712992.93041767
DALYs (Disability-Adjusted Life Years),Number,Global,2005,60 to 64,Both,40560244.69520854,39798773.3691954,41383705.696372084
DALYs (Disability-Adjusted Life Years),Number,Global,2005,60 to 64,Female,19341372.366975773,18973572.236666054,19866290.923435774
DALYs (Disability-Adjusted Life Years),Number,Global,2005,60 to 64,Male,21209880.900854286,20678957.31076871,21613838.474158034
DALYs (Disability-Adjusted Life Years),Number,Global,2005,65 to 69,Both,37950169.385591194,37111698.45055953,38633194.551478095
DALYs (Disability-Adjusted Life Years),Number,Global,2005,65 to 69,Female,18777471.746131845,18365702.20916067,19127311.59192045
DALYs (Disability-Adjusted Life Years),Number,Global,2005,65 to 69,Male,19138845.712188598,18741308.9152965,19378055.474932887
DALYs (Disability-Adjusted Life Years),Number,Global,2005,70 to 74,Both,31730794.901342124,31222835.14187451,32387019.14237967
DALYs (Disability-Adjusted Life Years),Number,Global,2005,70 to 74,Female,16176932.118996019,15827042.359773424,16501823.032389741
DALYs (Disability-Adjusted Life Years),Number,Global,2005,70 to 74,Male,15515360.3556652,15277198.611275751,15799231.12675598
DALYs (Disability-Adjusted Life Years),Number,Global,2005,75 to 79,Both,24354175.164776575,23729138.655178748,24812050.99765548
DALYs (Disability-Adjusted Life Years),Number,Global,2005,75 to 79,Female,13024335.538268164,12834611.622339724,13259794.890083358
DALYs (Disability-Adjusted Life Years),Number,Global,2005,75 to 79,Male,11126154.007522268,10909894.017086886,11338671.326729074
DALYs (Disability-Adjusted Life Years),Number,Global,2005,80 to 84,Both,15017844.422151875,14811437.004935158,15244255.58525892
DALYs (Disability-Adjusted Life Years),Number,Global,2005,80 to 84,Female,8744545.49662707,8548851.6341337,8927390.414947148
DALYs (Disability-Adjusted Life Years),Number,Global,2005,80 to 84,Male,6160943.880552493,5994659.475193336,6249392.915979778
DALYs (Disability-Adjusted Life Years),Number,Global,2005,85 to 89,Both,6945313.924375598,6787106.242221298,7097950.006148107
DALYs (Disability-Adjusted Life Years),Number,Global,2005,85 to 89,Female,4337693.802773067,4263775.922157145,4396343.485405604
DALYs (Disability-Adjusted Life Years),Number,Global,2005,85 to 89,Male,2550929.4672269006,2519362.2783204787,2589775.530447975
DALYs (Disability-Adjusted Life Years),Number,Global,2005,90 to 94,Both,2747155.5554308696,2695367.0424048454,2802979.481983646
DALYs (Disability-Adjusted Life Years),Number,Global,2005,90 to 94,Female,1844085.1965700672,1812453.9862829342,1883025.7171725505
DALYs (Disability-Adjusted Life Years),Number,Global,2005,90 to 94,Male,855266.0299250169,835074.1194510577,871030.590066717
DALYs (Disability-Adjusted Life Years),Number,Global,2006,25 to 29,Both,42907246.942467965,42186725.36254276,43903758.33123405
DALYs (Disability-Adjusted Life Years),Number,Global,2006,25 to 29,Female,18078097.307913214,17663165.612158027,18486721.1869284
DALYs (Disability-Adjusted Life Years),Number,Global,2006,25 to 29,Male,24795184.61303444,24356692.738861993,25180524.57847639
DALYs (Disability-Adjusted Life Years),Number,Global,2006,30 to 34,Both,50457607.84404022,49773821.23345644,51725348.72448197
DALYs (Disability-Adjusted Life Years),Number,Global,2006,30 to 34,Female,21986402.043536045,21512893.365242712,22420233.87538006
DALYs (Disability-Adjusted Life Years),Number,Global,2006,30 to 34,Male,28558789.13088169,27977280.005193274,29101992.24500958
DALYs (Disability-Adjusted Life Years),Number,Global,2006,35 to 39,Both,57308058.748933785,55642079.333267465,58402416.32406105
DALYs (Disability-Adjusted Life Years),Number,Global,2006,35 to 39,Female,25153040.363449343,24661736.41352062,25880002.859165534
DALYs (Disability-Adjusted Life Years),Number,Global,2006,35 to 39,Male,32241433.56953183,31567488.52722221,32902305.934151348
DALYs (Disability-Adjusted Life Years),Number,Global,2006,40 to 44,Both,59615875.26205045,58431964.909242675,60890148.15573767
DALYs (Disability-Adjusted Life Years),Number,Global,2006,40 to 44,Female,26679542.61659929,26072068.473984215,27280129.529295787
DALYs (Disability-Adjusted Life Years),Number,Global,2006,40 to 44,Male,33078065.83099081,32216008.879991647,33874468.12108665
DALYs (Disability-Adjusted Life Years),Number,Global,2006,45 to 49,Both,55655768.08006587,54418489.36848235,56755561.39311839
DALYs (Disability-Adjusted Life Years),Number,Global,2006,45 to 49,Female,25288587.237558093,24915143.00874121,25653336.178663604
DALYs (Disability-Adjusted Life Years),Number,Global,2006,45 to 49,Male,30580195.564724706,30102011.63376849,31089597.263211314
DALYs (Disability-Adjusted Life Years),Number,Global,2006,50 to 54,Both,55610511.39526032,54978847.7790837,56460657.00637077
DALYs (Disability-Adjusted Life Years),Number,Global,2006,50 to 54,Female,25648758.15564228,25171753.726150542,26131752.239659164
DALYs (Disability-Adjusted Life Years),Number,Global,2006,50 to 54,Male,30064636.162173584,29645305.372410677,30537359.11294076
DALYs (Disability-Adjusted Life Years),Number,Global,2006,55 to 59,Both,49827827.135476135,49088974.28606391,50500435.72237079
DALYs (Disability-Adjusted Life Years),Number,Global,2006,55 to 59,Female,23292141.882856835,22909609.45716662,23776667.059405133
DALYs (Disability-Adjusted Life Years),Number,Global,2006,55 to 59,Male,26589679.320102874,25953319.04964651,27095342.611957677
DALYs (Disability-Adjusted Life Years),Number,Global,2006,60 to 64,Both,41179062.39806947,40379614.00543709,41980424.08399959
DALYs (Disability-Adjusted Life Years),Number,Global,2006,60 to 64,Female,19594564.498419553,19363854.902569152,19897970.158521283
DALYs (Disability-Adjusted Life Years),Number,Global,2006,60 to 64,Male,21610477.00407049,21227106.483042784,21985810.518883966
DALYs (Disability-Adjusted Life Years),Number,Global,2006,65 to 69,Both,38563448.79031047,37592838.12042114,39323446.971792445
DALYs (Disability-Adjusted Life Years),Number,Global,2006,65 to 69,Female,19001333.626256302,18772693.76403563,19305104.3571299
DALYs (Disability-Adjusted Life Years),Number,Global,2006,65 to 69,Male,19403058.981557406,19064224.56071288,19627744.725857638
DALYs (Disability-Adjusted Life Years),Number,Global,2006,70 to 74,Both,32431039.741419073,31880369.794273615,32875815.11776577
DALYs (Disability-Adjusted Life Years),Number,Global,2006,70 to 74,Female,16526078.69864749,16302683.565561332,16780913.767011054
DALYs (Disability-Adjusted Life Years),Number,Global,2006,70 to 74,Male,15826151.756710486,15568176.68838536,16120408.408620028
DALYs (Disability-Adjusted Life Years),Number,Global,2006,75 to 79,Both,24921367.01181918,24341234.54353437,25388295.587834958
DALYs (Disability-Adjusted Life Years),Number,Global,2006,75 to 79,Female,13317001.43300904,12991271.310604326,13618317.632479545
DALYs (Disability-Adjusted Life Years),Number,Global,2006,75 to 79,Male,11487704.706912572,11305669.20097924,11701536.61162362
DALYs (Disability-Adjusted Life Years),Number,Global,2006,80 to 84,Both,15603489.757590754,15355499.096654989,15878400.29961951
DALYs (Disability-Adjusted Life Years),Number,Global,2006,80 to 84,Female,9065779.850806635,8869103.694507336,9225475.663217882
DALYs (Disability-Adjusted Life Years),Number,Global,2006,80 to 84,Male,6444220.343052416,6275251.907445246,6563101.992218638
DALYs (Disability-Adjusted Life Years),Number,Global,2006,85 to 89,Both,7346075.740539334,7222711.184487699,7447082.778513394
DALYs (Disability-Adjusted Life Years),Number,Global,2006,85 to 89,Female,4558944.22183696,4481592.416253725,4626560.507272508
DALYs (Disability-Adjusted Life Years),Number,Global,2006,85 to 89,Male,2695590.4680537977,2653850.080921058,2740153.594242396
DALYs (Disability-Adjusted Life Years),Number,Global,2006,90 to 94,Both,2804333.05952276,2763337.4753591036,2844435.009138876
DALYs (Disability-Adjusted Life Years),Number,Global,2006,90 to 94,Female,1881405.8866179988,1838056.7226676575,1923111.3999779294
DALYs (Disability-Adjusted Life Years),Number,Global,2006,90 to 94,Male,881378.9667500992,869551.8045686109,897365.5521444867
DALYs (Disability-Adjusted Life Years),Number,Global,2007,25 to 29,Both,43308695.638282925,42450737.97292003,44196678.210004516
DALYs (Disability-Adjusted Life Years),Number,Global,2007,25 to 29,Female,18203214.29150438,17838243.256500352,18596362.809547987
DALYs (Disability-Adjusted Life Years),Number,Global,2007,25 to 29,Male,25134803.230066765,24669324.96072782,25639818.05820564
DALYs (Disability-Adjusted Life Years),Number,Global,2007,30 to 34,Both,50298672.572687924,49081756.372193255,51335756.5475679
DALYs (Disability-Adjusted Life Years),Number,Global,2007,30 to 34,Female,21787947.1089437,21524856.791625448,22119803.146557357
DALYs (Disability-Adjusted Life Years),Number,Global,2007,30 to 34,Male,28526066.34993027,27989618.873191893,29149924.32745734
DALYs (Disability-Adjusted Life Years),Number,Global,2007,35 to 39,Both,57449283.99862012,56577940.997929566,58322228.37194084
DALYs (Disability-Adjusted Life Years),Number,Global,2007,35 to 39,Female,25354801.02669222,25033314.943101555,25655083.763637874
DALYs (Disability-Adjusted Life Years),Number,Global,2007,35 to 39,Male,32379464.801869024,31680112.951234616,33059400.636383526
DALYs (Disability-Adjusted Life Years),Number,Global,2007,40 to 44,Both,60894406.73056889,59889119.42903423,61952169.873891816
DALYs (Disability-Adjusted Life Years),Number,Global,2007,40 to 44,Female,27289082.101850364,26747722.56683392,27683277.68644321
DALYs (Disability-Adjusted Life Years),Number,Global,2007,40 to 44,Male,33617013.99125722,32938934.815015666,34136157.683892205
DALYs (Disability-Adjusted Life Years),Number,Global,2007,45 to 49,Both,56810303.33901565,55807235.94367097,57851043.37804304
DALYs (Disability-Adjusted Life Years),Number,Global,2007,45 to 49,Female,25744147.50634665,25207783.194970176,26408092.106914174
DALYs (Disability-Adjusted Life Years),Number,Global,2007,45 to 49,Male,31251538.303170025,30862852.22406388,31918365.511999346
DALYs (Disability-Adjusted Life Years),Number,Global,2007,50 to 54,Both,56225730.98682887,55266140.41657856,57582146.30251523
DALYs (Disability-Adjusted Life Years),Number,Global,2007,50 to 54,Female,26064640.726011302,25691536.61524612,26450261.39677512
DALYs (Disability-Adjusted Life Years),Number,Global,2007,50 to 54,Male,30533359.23250718,29965677.87613649,31055713.175837003
DALYs (Disability-Adjusted Life Years),Number,Global,2007,55 to 59,Both,51490482.06856731,50435143.28725965,52253091.473111525
DALYs (Disability-Adjusted Life Years),Number,Global,2007,55 to 59,Female,24110037.309153777,23610470.450249,24565578.700261623
DALYs (Disability-Adjusted Life Years),Number,Global,2007,55 to 59,Male,27284076.01234504,26827138.03741908,27792732.09759105
DALYs (Disability-Adjusted Life Years),Number,Global,2007,60 to 64,Both,42873787.453593664,41689652.06262316,43671364.09767765
DALYs (Disability-Adjusted Life Years),Number,Global,2007,60 to 64,Female,20432236.562188867,19925362.567249052,20792305.486836996
DALYs (Disability-Adjusted Life Years),Number,Global,2007,60 to 64,Male,22493792.696197607,22012157.673414294,23124969.593997344
DALYs (Disability-Adjusted Life Years),Number,Global,2007,65 to 69,Both,38807207.41353712,38355981.44619805,39525459.26468512
DALYs (Disability-Adjusted Life Years),Number,Global,2007,65 to 69,Female,19138893.20186105,18762629.01106711,19560083.180705387
DALYs (Disability-Adjusted Life Years),Number,Global,2007,65 to 69,Male,19628029.934119496,19334769.254704803,19963992.75097955
DALYs (Disability-Adjusted Life Years),Number,Global,2007,70 to 74,Both,33063774.470733974,32580606.226908438,33605792.32265693
DALYs (Disability-Adjusted Life Years),Number,Global,2007,70 to 74,Female,16908458.93751441,16527196.621160014,17159172.379289545
DALYs (Disability-Adjusted Life Years),Number,Global,2007,70 to 74,Male,16190786.395684136,15854522.867617276,16494265.51193565
DALYs (Disability-Adjusted Life Years),Number,Global,2007,75 to 79,Both,25501344.698977794,24870122.722677372,26020246.656035684
DALYs (Disability-Adjusted Life Years),Number,Global,2007,75 to 79,Female,13557818.591161432,13329171.437700626,13841738.582873
DALYs (Disability-Adjusted Life Years),Number,Global,2007,75 to 79,Male,11805665.320598636,11583155.178347927,12134813.173341924
DALYs (Disability-Adjusted Life Years),Number,Global,2007,80 to 84,Both,16267487.161768617,15851954.549262162,16652937.987799264
DALYs (Disability-Adjusted Life Years),Number,Global,2007,80 to 84,Female,9306922.708603857,9197040.33021,9447808.561718307
DALYs (Disability-Adjusted Life Years),Number,Global,2007,80 to 84,Male,6722736.826039273,6602428.861847885,6829384.438437003
DALYs (Disability-Adjusted Life Years),Number,Global,2007,85 to 89,Both,7810748.683023412,7642315.543063415,7966100.069157172
DALYs (Disability-Adjusted Life Years),Number,Global,2007,85 to 89,Female,4830010.181850697,4718689.376385892,4951937.881281352
DALYs (Disability-Adjusted Life Years),Number,Global,2007,85 to 89,Male,2859461.5173158254,2801608.594712072,2930310.2029896574
DALYs (Disability-Adjusted Life Years),Number,Global,2007,90 to 94,Both,2868506.2203344945,2818073.9290001644,2930581.2911011735
DALYs (Disability-Adjusted Life Years),Number,Global,2007,90 to 94,Female,1904062.1817943559,1855601.138100427,1945618.3846985796
DALYs (Disability-Adjusted Life Years),Number,Global,2007,90 to 94,Male,905441.1347254534,891298.0178575877,921506.1082894427
DALYs (Disability-Adjusted Life Years),Number,Global,2008,25 to 29,Both,43793328.4133427,43241052.902060695,44671824.54501123
DALYs (Disability-Adjusted Life Years),Number,Global,2008,25 to 29,Female,18449794.957231287,18165608.470514625,18800554.443125725
DALYs (Disability-Adjusted Life Years),Number,Global,2008,25 to 29,Male,25451146.189706266,24993563.685682267,25908465.193734273
DALYs (Disability-Adjusted Life Years),Number,Global,2008,30 to 34,Both,50287412.78813974,49292702.94869403,51261726.42214068
DALYs (Disability-Adjusted Life Years),Number,Global,2008,30 to 34,Female,21544831.614791863,20947317.49243513,22062021.08807533
DALYs (Disability-Adjusted Life Years),Number,Global,2008,30 to 34,Male,28597228.71175593,28073966.2336411,29107616.98540348
DALYs (Disability-Adjusted Life Years),Number,Global,2008,35 to 39,Both,57841093.38542926,56929975.65608188,58743316.64923185
DALYs (Disability-Adjusted Life Years),Number,Global,2008,35 to 39,Female,25384588.678962097,24829328.92023075,26046485.680636317
DALYs (Disability-Adjusted Life Years),Number,Global,2008,35 to 39,Male,32467778.27766077,32091630.92664989,33180729.39499934
DALYs (Disability-Adjusted Life Years),Number,Global,2008,40 to 44,Both,61694186.236540794,60775614.19690198,63116419.25247954
DALYs (Disability-Adjusted Life Years),Number,Global,2008,40 to 44,Female,27567136.30047448,26995307.78491167,28055483.84598098
DALYs (Disability-Adjusted Life Years),Number,Global,2008,40 to 44,Male,34139148.28661044,33481015.05015701,34786421.62980497
DALYs (Disability-Adjusted Life Years),Number,Global,2008,45 to 49,Both,58684948.07329396,57541266.7941072,59457832.14690338
DALYs (Disability-Adjusted Life Years),Number,Global,2008,45 to 49,Female,26584937.470031396,26098549.177919667,27006508.54903663
DALYs (Disability-Adjusted Life Years),Number,Global,2008,45 to 49,Male,32207975.61569439,31638260.586174034,32891414.205456562
DALYs (Disability-Adjusted Life Years),Number,Global,2008,50 to 54,Both,57303768.77280695,55992484.93137205,58780066.51413124
DALYs (Disability-Adjusted Life Years),Number,Global,2008,50 to 54,Female,26327759.580080897,26034803.94905518,26777654.137054607
DALYs (Disability-Adjusted Life Years),Number,Global,2008,50 to 54,Male,30965331.230247542,30531273.655579887,31436666.926479176
DALYs (Disability-Adjusted Life Years),Number,Global,2008,55 to 59,Both,53309389.757904805,52287563.28235908,54402527.143926084
DALYs (Disability-Adjusted Life Years),Number,Global,2008,55 to 59,Female,24975886.067698017,24543288.41035355,25500522.503364846
DALYs (Disability-Adjusted Life Years),Number,Global,2008,55 to 59,Male,28247101.606171623,27807495.3473787,28785161.452113625
DALYs (Disability-Adjusted Life Years),Number,Global,2008,60 to 64,Both,44749601.486950584,43981965.8174789,45623564.50920451
DALYs (Disability-Adjusted Life Years),Number,Global,2008,60 to 64,Female,21311761.970902365,21060788.638536043,21623409.28665439
DALYs (Disability-Adjusted Life Years),Number,Global,2008,60 to 64,Male,23323377.23238505,22964969.441599302,23689386.061955355
DALYs (Disability-Adjusted Life Years),Number,Global,2008,65 to 69,Both,39076998.90411407,38520019.51637918,39873512.94164679
DALYs (Disability-Adjusted Life Years),Number,Global,2008,65 to 69,Female,19115871.060900994,18696815.158973973,19504680.266139653
DALYs (Disability-Adjusted Life Years),Number,Global,2008,65 to 69,Male,19838400.095880125,19349990.760413606,20164785.70807167
DALYs (Disability-Adjusted Life Years),Number,Global,2008,70 to 74,Both,33851583.288663305,33390402.66509146,34594160.924953625
DALYs (Disability-Adjusted Life Years),Number,Global,2008,70 to 74,Female,17205580.48952648,16952462.503532805,17577454.563735574
DALYs (Disability-Adjusted Life Years),Number,Global,2008,70 to 74,Male,16512437.399584414,16270954.273797095,16890076.83174447
DALYs (Disability-Adjusted Life Years),Number,Global,2008,75 to 79,Both,25944531.155511085,25462517.54362312,26387494.239706226
DALYs (Disability-Adjusted Life Years),Number,Global,2008,75 to 79,Female,13764652.47459947,13499705.460028693,14080215.75597578
DALYs (Disability-Adjusted Life Years),Number,Global,2008,75 to 79,Male,12033378.705904987,11848366.473017719,12236829.803581238
DALYs (Disability-Adjusted Life Years),Number,Global,2008,80 to 84,Both,16827617.608868003,16589801.974679548,17004964.556832924
DALYs (Disability-Adjusted Life Years),Number,Global,2008,80 to 84,Female,9567070.3399031591,9370265.059777277,9740596.499108952
DALYs (Disability-Adjusted Life Years),Number,Global,2008,80 to 84,Male,7013604.784695938,6896187.229649744,7087231.059004901
DALYs (Disability-Adjusted Life Years),Number,Global,2008,85 to 89,Both,8247104.890895649,8130307.151610704,8359167.194162358
DALYs (Disability-Adjusted Life Years),Number,Global,2008,85 to 89,Female,5118379.341022155,5014043.986571568,5185301.922936453
DALYs (Disability-Adjusted Life Years),Number,Global,2008,85 to 89,Male,3023520.700823703,2967997.237052738,3074844.9968744908
DALYs (Disability-Adjusted Life Years),Number,Global,2008,90 to 94,Both,2895190.6902652285,2849683.234525077,2946321.2461855784
DALYs (Disability-Adjusted Life Years),Number,Global,2008,90 to 94,Female,1925390.775922706,1895391.8787096823,1953481.2078911173
DALYs (Disability-Adjusted Life Years),Number,Global,2008,90 to 94,Male,930831.161197128,913778.6224097582,943641.3606098329
DALYs (Disability-Adjusted Life Years),Number,Global,2009,25 to 29,Both,44565216.58494528,43685613.63660112,45309410.43745691
DALYs (Disability-Adjusted Life Years),Number,Global,2009,25 to 29,Female,18602021.552381285,18227284.184286863,19037234.87917494
DALYs (Disability-Adjusted Life Years),Number,Global,2009,25 to 29,Male,25809474.247325003,25348796.352318842,26350940.291899566
DALYs (Disability-Adjusted Life Years),Number,Global,2009,30 to 34,Both,50080896.0540163,49378706.69301243,50960264.041762635
DALYs (Disability-Adjusted Life Years),Number,Global,2009,30 to 34,Female,21604563.994710162,21222833.131565556,22073993.67391551
DALYs (Disability-Adjusted Life Years),Number,Global,2009,30 to 34,Male,28431331.11799613,27939499.277406994,29130690.81453292
DALYs (Disability-Adjusted Life Years),Number,Global,2009,35 to 39,Both,57648259.23318679,56816715.60051453,58635829.962822564
DALYs (Disability-Adjusted Life Years),Number,Global,2009,35 to 39,Female,25414051.613535836,25073937.547049113,25833142.366658486
DALYs (Disability-Adjusted Life Years),Number,Global,2009,35 to 39,Male,32400576.9329508,31754711.620854042,32861879.54534681
DALYs (Disability-Adjusted Life Years),Number,Global,2009,40 to 44,Both,61894072.86511315,61093503.86510736,62893944.6798559
DALYs (Disability-Adjusted Life Years),Number,Global,2009,40 to 44,Female,27753065.058605064,27222680.75029245,28358435.984391797
DALYs (Disability-Adjusted Life Years),Number,Global,2009,40 to 44,Male,34372566.53817116,33840092.607459486,34990076.101713024
DALYs (Disability-Adjusted Life Years),Number,Global,2009,45 to 49,Both,60806472.436778955,59754353.234295905,61804259.111258075
DALYs (Disability-Adjusted Life Years),Number,Global,2009,45 to 49,Female,27460943.51064953,26956287.03534347,28019081.88198857
DALYs (Disability-Adjusted Life Years),Number,Global,2009,45 to 49,Male,33239757.03071185,32644393.749813527,33857926.71387169
DALYs (Disability-Adjusted Life Years),Number,Global,2009,50 to 54,Both,57737020.44253434,56695030.13878713,58903586.59150076
DALYs (Disability-Adjusted Life Years),Number,Global,2009,50 to 54,Female,26546408.098946236,26063764.76728431,27150963.817928948
DALYs (Disability-Adjusted Life Years),Number,Global,2009,50 to 54,Male,31249145.460618947,30669504.50441651,31798481.421256565
DALYs (Disability-Adjusted Life Years),Number,Global,2009,55 to 59,Both,54579589.6348685,53433968.389258444,55511541.473646574
DALYs (Disability-Adjusted Life Years),Number,Global,2009,55 to 59,Female,25762529.416820794,25338013.337307125,26348985.9893174
DALYs (Disability-Adjusted Life Years),Number,Global,2009,55 to 59,Male,28997593.07446864,28458483.832323756,29521460.880870648
DALYs (Disability-Adjusted Life Years),Number,Global,2009,60 to 64,Both,46988381.01620452,46154185.21477932,47822221.886772126
DALYs (Disability-Adjusted Life Years),Number,Global,2009,60 to 64,Female,22486952.70667365,22015216.663930025,23115649.311774574
DALYs (Disability-Adjusted Life Years),Number,Global,2009,60 to 64,Male,24684273.392148305,24239617.57158817,25292035.53497281
DALYs (Disability-Adjusted Life Years),Number,Global,2009,65 to 69,Both,39528196.8287042,38921023.07929587,40172043.926774085
DALYs (Disability-Adjusted Life Years),Number,Global,2009,65 to 69,Female,19286234.326401718,18933655.218520503,19737378.019335408
DALYs (Disability-Adjusted Life Years),Number,Global,2009,65 to 69,Male,20091519.61970318,19831724.26580356,20528775.278772335
DALYs (Disability-Adjusted Life Years),Number,Global,2009,70 to 74,Both,34497790.295020565,33941921.38517453,35167434.21154414
DALYs (Disability-Adjusted Life Years),Number,Global,2009,70 to 74,Female,17617986.110090572,17361523.492845483,17954890.466016047
DALYs (Disability-Adjusted Life Years),Number,Global,2009,70 to 74,Male,16870315.69828655,16497018.326221049,17178284.616755575
DALYs (Disability-Adjusted Life Years),Number,Global,2009,75 to 79,Both,26468635.4484815,25952784.245696437,26966780.505456448
DALYs (Disability-Adjusted Life Years),Number,Global,2009,75 to 79,Female,13989126.254347576,13722344.51533768,14288076.146750212
DALYs (Disability-Adjusted Life Years),Number,Global,2009,75 to 79,Male,12291212.359981876,12066102.076334395,12510738.150575327
DALYs (Disability-Adjusted Life Years),Number,Global,2009,80 to 84,Both,17447693.848781683,17096821.973296307,17784568.224453263
DALYs (Disability-Adjusted Life Years),Number,Global,2009,80 to 84,Female,9909396.93430664,9737046.864297168,10073394.6068772
DALYs (Disability-Adjusted Life Years),Number,Global,2009,80 to 84,Male,7388610.479191829,7276059.866713464,7502651.6935655745
DALYs (Disability-Adjusted Life Years),Number,Global,2009,85 to 89,Both,8695299.750040686,8508723.109640907,8838382.738806345
DALYs (Disability-Adjusted Life Years),Number,Global,2009,85 to 89,Female,5388883.2000357015,5271125.680070009,5457177.21957726
