analysis_level,location,sex,category,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
system,Global,Female,Diabetes and kidney diseases,2018,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7855.399885112818,8582.400361966076,68.11,66.91,69.86,68.10835200066363,66.90999177673889,69.86278665039572
system,Global,Female,Diabetes and kidney diseases,2019,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7784.736648853756,8574.381131439004,68.47,67.36,70.08,68.46786134755763,67.36456933013864,70.08311334398428
system,Global,Female,Diabetes and kidney diseases,2020,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7752.789566574954,8544.333764877687,68.67,67.57,70.28,68.6661407265961,67.56549662345776,70.27751609855643
system,Global,Female,Diabetes and kidney diseases,2021,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7734.761976097877,8492.533358424596,68.86,67.71,70.54,68.85934968110334,67.70965140197299,70.54254181096023
system,Global,Male,Cardiovascular diseases,1990,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11822.772970988755,12820.745545565876,56.97,55.50,58.50,56.97438511121211,55.49820129620206,58.50191321912469
system,Global,Male,Cardiovascular diseases,1991,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12755.74994025972,13829.196336656983,57.28,55.91,58.70,57.27892875790028,55.90653515971128,58.69905664105195
system,Global,Male,Cardiovascular diseases,1992,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12703.686410727956,13810.981422341476,57.51,56.18,58.88,57.505495565145566,56.1750543123958,58.88221192582986
system,Global,Male,Cardiovascular diseases,1993,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12727.205212783212,13751.611277688427,57.43,55.99,58.92,57.43160492947987,55.993512152714665,58.919717125236424
system,Global,Male,Cardiovascular diseases,1994,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12684.283253094389,13708.930876311604,57.64,56.20,59.13,57.64095059702984,56.20319684731724,59.128711973771225
system,Global,Male,Cardiovascular diseases,1995,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12585.337002355727,13732.45074184528,58.00,56.72,59.33,58.003806091671414,56.71954724993685,59.332733735124435
system,Global,Male,Cardiovascular diseases,1996,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12678.584105686588,13678.002621629816,57.69,56.21,59.21,57.68564293331965,56.211594835437154,59.21096104007266
system,Global,Male,Cardiovascular diseases,1997,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12612.13032674522,13618.772497232929,58.01,56.55,59.53,58.0107992367329,56.54732889383944,59.52517167540578
system,Global,Male,Cardiovascular diseases,1998,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12661.76238493784,13695.632457093006,57.74,56.32,59.22,57.74414848378894,56.31921995351076,59.218638557202766
system,Global,Male,Cardiovascular diseases,1999,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12584.34008180484,13569.367181838494,58.17,56.68,59.72,58.174043193587785,56.678458998630795,59.72164646109215
system,Global,Male,Cardiovascular diseases,2000,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12526.905675307396,13603.849455123742,58.34,56.97,59.76,58.34049373963368,56.97255700047921,59.75600974628391
system,Global,Male,Cardiovascular diseases,2001,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12592.01578752649,13554.83681981326,58.16,56.63,59.74,58.16126029261143,56.631182621877834,59.74455678019625
system,Global,Male,Cardiovascular diseases,2002,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12499.53898980358,13494.030883639502,58.59,57.11,60.12,58.589223433691544,57.107873036020315,60.1220978271795
system,Global,Male,Cardiovascular diseases,2003,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12545.04941044828,13434.731207724231,58.52,56.86,60.23,58.5206759576505,56.86481319084409,60.23413257018317
system,Global,Male,Cardiovascular diseases,2004,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12396.716435632274,13424.85127449468,59.04,57.60,60.52,59.03726448514714,57.60438729168029,60.519979690362014
system,Global,Male,Cardiovascular diseases,2005,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12385.948096481028,13376.309263886013,59.17,57.68,60.71,59.16933413750717,57.68180513202847,60.708602041747454
system,Global,Male,Cardiovascular diseases,2006,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12416.426391492178,13385.176282245446,59.06,57.54,60.63,59.06042120149844,57.53970777848154,60.63402773621205
system,Global,Male,Cardiovascular diseases,2007,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12351.925365927173,13403.914571965155,59.20,57.80,60.65,59.20395601815581,57.8035700123307,60.653049934559924
system,Global,Male,Cardiovascular diseases,2008,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12328.587407114848,13327.74759199082,59.44,57.96,60.96,59.437274595810955,57.96284538544613,60.96298707081482
system,Global,Male,Cardiovascular diseases,2009,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12270.22656260515,13385.363981350794,59.45,58.12,60.81,59.44546717960551,58.12438249743982,60.81250153157549
system,Global,Male,Cardiovascular diseases,2010,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12248.031359155964,13323.473129034996,59.64,58.27,61.06,59.638922957081746,58.269075696471475,61.05641593651466
system,Global,Male,Cardiovascular diseases,2011,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12196.754091768744,13220.867373436344,60.02,58.58,61.51,60.02153518352559,58.583031271130466,61.51007281493893
system,Global,Male,Cardiovascular diseases,2012,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12166.177520157966,13171.70013416404,60.23,58.76,61.75,60.22944220776001,58.76434242592084,61.74550076015694
system,Global,Male,Cardiovascular diseases,2013,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12194.620001838328,13177.095143495726,60.16,58.66,61.71,60.16045122209246,58.6609822788585,61.71207435631322
system,Global,Male,Cardiovascular diseases,2014,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12138.873139072182,13179.170196785948,60.25,58.84,61.72,60.25272387426895,58.83659859400309,61.71810450501171
system,Global,Male,Cardiovascular diseases,2015,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12131.158845208767,13055.673399381476,60.70,59.11,62.35,60.70180277836389,59.10832763428363,62.350701815931295
system,Global,Male,Cardiovascular diseases,2016,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12078.863616478577,13103.37813582529,60.60,59.16,62.08,60.595699835737186,59.157759294539154,62.08365450090337
system,Global,Male,Cardiovascular diseases,2017,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12055.449909834955,13103.083187401297,60.63,59.22,62.08,60.62809706749007,59.22188843135655,62.08321613561827
system,Global,Male,Cardiovascular diseases,2018,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12030.530732555017,13007.956620204544,61.02,59.51,62.58,61.01617264095904,59.50895763772507,62.57581125689372
system,Global,Male,Cardiovascular diseases,2019,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11998.345924937485,13000.85189101367,61.08,59.61,62.60,61.076220276897836,59.606711852742784,62.59684081201452
system,Global,Male,Cardiovascular diseases,2020,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11915.243129003646,12988.238893186328,61.20,59.82,62.62,61.19568210479302,59.822712134555715,62.61640640723574
system,Global,Male,Cardiovascular diseases,2021,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,11870.007340649692,12917.490083166656,61.51,60.11,62.97,61.51380044382277,60.10738971969497,62.969128628924345
system,Global,Male,Diabetes and kidney diseases,1990,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7728.270080041911,8507.167813818476,53.85,52.73,55.49,53.85059141380393,52.73207685604407,55.48812965746892
system,Global,Male,Diabetes and kidney diseases,1991,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7676.018249452042,8485.227191305652,54.10,53.03,55.68,54.104129753444596,53.02751231983143,55.680329373831206
system,Global,Male,Diabetes and kidney diseases,1992,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7696.93614160138,8443.536186396406,54.14,52.97,55.85,54.140491634981956,52.97359048046295,55.848869280891805
system,Global,Male,Diabetes and kidney diseases,1993,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7640.260236254769,8396.758005100874,54.49,53.34,56.17,54.487080272773035,53.33544640138156,56.17310616668758
system,Global,Male,Diabetes and kidney diseases,1994,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7656.1575859702225,8357.23450746932,54.57,53.33,56.39,54.570308440425556,53.327636734199125,56.38961640485803
system,Global,Male,Diabetes and kidney diseases,1995,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7548.952247229136,8332.52492221312,54.98,53.87,56.61,54.98378273906746,53.87194144846469,56.61155112314132
system,Global,Male,Diabetes and kidney diseases,1996,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7522.876193485711,8304.053267316976,55.16,54.04,56.79,55.15983529705126,54.04458437197939,56.792595486373735
system,Global,Male,Diabetes and kidney diseases,1997,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7494.749573772892,8258.215015221409,55.42,54.28,57.09,55.417343926862316,54.276220299075945,57.08798251469828
system,Global,Male,Diabetes and kidney diseases,1998,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7483.673394500248,8256.293409523914,55.45,54.32,57.10,55.44853205231158,54.32092930154855,57.099375678106135
system,Global,Male,Diabetes and kidney diseases,1999,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7448.381983481088,8208.08616067732,55.74,54.59,57.42,55.73943177678299,54.592658492673195,57.41834162781262
system,Global,Male,Diabetes and kidney diseases,2000,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7397.045684456968,8183.425648601025,55.94,54.83,57.56,55.938990790100455,54.83111864945718,57.560948221774616
system,Global,Male,Diabetes and kidney diseases,2001,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7418.515348866957,8183.593512924856,55.91,54.77,57.58,55.9083524464655,54.76963421457341,57.575469463893
system,Global,Male,Diabetes and kidney diseases,2002,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7432.806608316648,8157.826771429127,56.03,54.82,57.78,56.02573468364597,54.824101269072784,57.7849613808561
system,Global,Male,Diabetes and kidney diseases,2003,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7370.764970594192,8090.21643356949,56.49,55.28,58.26,56.488067884723606,55.27713358398236,58.260911353118786
system,Global,Male,Diabetes and kidney diseases,2004,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7337.13827606977,8099.901581127104,56.45,55.31,58.13,56.45364958656947,55.31147553538098,58.12582602519251
system,Global,Male,Diabetes and kidney diseases,2005,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7282.405594150709,8030.778934591312,56.90,55.74,58.61,56.90496345801565,55.740827314787545,58.60929304598866
system,Global,Male,Diabetes and kidney diseases,2006,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7266.321877748899,8088.0801775344835,56.56,55.50,58.12,56.564800222647065,55.50462418978853,58.11692914826414
system,Global,Male,Diabetes and kidney diseases,2007,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7203.237958612704,8046.357985855379,56.82,55.79,58.34,56.8232540256499,55.789939164082156,58.336057405655474
system,Global,Male,Diabetes and kidney diseases,2008,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7956.392076211814,8675.566236003566,57.42,56.21,59.19,57.41827347856302,56.20687225902042,59.19180052983034
system,Global,Male,Diabetes and kidney diseases,2009,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7919.994887266849,8632.911507626637,57.68,56.46,59.47,57.67721442935348,56.45518028208449,59.46630839986495
system,Global,Male,Diabetes and kidney diseases,2010,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7903.7701941746,8682.278499879236,57.72,56.61,59.36,57.72436078531545,56.60528672040009,59.36271816392898
system,Global,Male,Diabetes and kidney diseases,2011,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7889.149653158816,8611.629400383012,57.88,56.68,59.65,57.88171826991857,56.67585961771069,59.64713083942458
system,Global,Male,Diabetes and kidney diseases,2012,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7860.95499402958,8601.270635128552,58.05,56.87,59.77,58.05089889397041,56.87409212957195,59.77377864438297
system,Global,Male,Diabetes and kidney diseases,2013,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7797.773447157725,8570.462244832366,58.42,57.29,60.07,58.41571176658859,57.28820939194941,60.066408438782595
system,Global,Male,Diabetes and kidney diseases,2014,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7715.701928440782,8511.742520571643,58.89,57.80,60.49,58.88968028921396,57.795253116972425,60.49195389130364
system,Global,Male,Diabetes and kidney diseases,2015,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7714.972709604264,8541.74679323214,58.82,57.77,60.37,58.82384564345534,57.7701013722121,60.366558280704865
system,Global,Male,Diabetes and kidney diseases,2016,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7736.522515467171,8453.044891975951,58.95,57.74,60.73,58.95410405471796,57.738219550900816,60.73419476615924
system,Global,Male,Diabetes and kidney diseases,2017,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7693.780123086266,8410.23949387707,59.25,58.04,61.03,59.25256491705195,58.03657348787482,61.03281217036833
system,Global,Male,Diabetes and kidney diseases,2018,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7693.863214765059,8433.270158126677,59.18,58.00,60.91,59.18209444640477,58.00384143964449,60.90709153821504
system,Global,Male,Diabetes and kidney diseases,2019,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7594.487271032141,8383.66471536783,59.67,58.57,61.29,59.674095057523516,58.5701501076414,61.29030296629969
system,Global,Male,Diabetes and kidney diseases,2020,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7544.029160343196,8362.718909014851,59.89,58.82,61.44,59.88586251468917,58.821712810055864,61.44380901277664
system,Global,Male,Diabetes and kidney diseases,2021,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7576.921575145269,8304.301790707968,60.02,58.82,61.78,60.02202883142892,58.824294227716486,61.77554755475082
system,Japan,Both,Cardiovascular diseases,1990,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12122.864733026836,13191.067474659809,65.24,63.86,66.67,65.2426813480078,63.86355086556534,66.66978043620338
system,Japan,Both,Cardiovascular diseases,1991,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12082.187326943516,13144.67598685714,65.45,64.06,66.89,65.45154567287219,64.06499820371198,66.88631972374664
system,Japan,Both,Cardiovascular diseases,1992,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12045.169346096876,13135.232436693275,65.53,64.18,66.93,65.53403218039989,64.18255906373044,66.93251193055673
system,Japan,Both,Cardiovascular diseases,1993,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12011.990229900146,13107.821711612673,65.67,64.32,67.06,65.66681710543483,64.32245806209689,67.05793534216419
system,Japan,Both,Cardiovascular diseases,1994,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12059.147678235242,13038.505972931076,65.86,64.36,67.42,65.86214769469711,64.35790663155056,67.4187089316302
system,Japan,Both,Cardiovascular diseases,1995,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11964.146390184647,12999.74447791058,66.11,64.69,67.58,66.1110860196197,64.68853514793007,67.58311573525961
system,Japan,Both,Cardiovascular diseases,1996,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11918.161271648562,12895.069468176547,66.59,65.09,68.15,66.59342897216327,65.08541525331998,68.15389408445364
system,Japan,Both,Cardiovascular diseases,1997,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11923.147444564229,12894.472994400285,66.59,65.08,68.16,66.59416263604953,65.07748168117986,68.16359644621723
system,Japan,Both,Cardiovascular diseases,1998,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11876.43061917213,12869.127219368022,66.73,65.25,68.27,66.73056085266224,65.2465314300532,68.26620745232985
system,Japan,Both,Cardiovascular diseases,1999,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11817.613877246824,12920.738182044788,66.52,65.19,67.91,66.5236020667662,65.18813066430765,67.90552353469327
system,Japan,Both,Cardiovascular diseases,2000,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11909.014292423828,12873.308675580354,66.70,65.17,68.28,66.70094339278472,65.17320353642228,68.28182075266558
system,Japan,Both,Cardiovascular diseases,2001,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,11796.643909675127,12886.80802108102,66.67,65.32,68.07,66.67355801721638,65.32221013573567,68.07190817628235
system,Japan,Both,Cardiovascular diseases,2002,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12795.074699395658,13829.842953891695,67.10,65.68,68.57,67.09933748343488,65.6756457959351,68.57254769448342
system,Japan,Both,Cardiovascular diseases,2003,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12802.15353702795,13784.489562321474,67.07,65.57,68.62,67.06860899370797,65.56892769883287,68.62045186553681
system,Japan,Both,Cardiovascular diseases,2004,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12802.856438607094,13780.658869502,67.07,65.56,68.62,67.0653328077987,65.55869822000537,68.62437082041362
system,Japan,Both,Cardiovascular diseases,2005,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12683.180190611758,13764.00580081767,67.61,66.25,69.02,67.6127388285454,66.24971509140987,69.02317095024726
system,Japan,Both,Cardiovascular diseases,2006,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12707.724861702727,13682.178632412508,67.55,66.04,69.12,67.55368502747092,66.04187296752927,69.11808059390405
system,Japan,Both,Cardiovascular diseases,2007,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12672.822938925225,13594.88487281402,67.77,66.18,69.43,67.77440576435099,66.17669208778538,69.42769075808579
system,Japan,Both,Cardiovascular diseases,2008,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12663.617576814033,13615.751358570156,67.80,66.25,69.40,67.7982879105982,66.25103584303949,69.3993561510095
system,Japan,Both,Cardiovascular diseases,2009,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12687.328676170077,13652.131838266616,67.66,66.14,69.24,67.66492463506628,66.13799041647047,69.24496833566923
system,Japan,Both,Cardiovascular diseases,2010,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12619.497315076313,13637.194842867782,67.96,66.52,69.46,67.96362442587913,66.51605191815017,69.46154607446624
system,Japan,Both,Cardiovascular diseases,2011,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12501.093811602945,13578.666943078224,68.46,67.09,69.87,68.45947933125463,67.09234152929614,69.87416861225533
system,Japan,Both,Cardiovascular diseases,2012,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12522.330584667754,13522.438425019274,68.47,66.99,69.99,68.46635371587928,66.99332160576517,69.99062049700623
system,Japan,Both,Cardiovascular diseases,2013,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12514.692888333246,13446.116550683326,68.62,67.03,70.25,68.61548432842632,67.03382925355132,70.25215217380415
system,Japan,Both,Cardiovascular diseases,2014,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12450.816034335705,13452.262174981954,68.82,67.35,70.34,68.82145052599893,67.3503869284459,70.34368032620435
system,Japan,Both,Cardiovascular diseases,2015,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12430.21005445686,13438.783880518682,68.91,67.45,70.42,68.91073221338563,67.45006475965344,70.42220427343787
system,Japan,Both,Cardiovascular diseases,2016,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12385.646806980329,13422.752101489348,69.07,67.65,70.54,69.07301105085419,67.65252754718826,70.5429014917415
system,Japan,Both,Cardiovascular diseases,2017,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12387.629321532128,13382.020908104903,69.15,67.67,70.69,69.15208796268408,67.67058813675324,70.6851169818117
system,Japan,Both,Cardiovascular diseases,2018,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12295.66700941457,13361.156516972256,69.44,68.06,70.87,69.44003315453072,68.0573907615601,70.8707663037353
system,Japan,Both,Cardiovascular diseases,2019,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12281.73885028285,13333.169438076802,69.54,68.14,70.99,69.53889372336494,68.13776370154808,70.98875753395743
system,Japan,Both,Cardiovascular diseases,2020,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12313.031921048689,13349.21427938142,69.43,68.00,70.90,69.4252537652912,68.0035050252479,70.89645344972254
system,Japan,Both,Cardiovascular diseases,2021,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12288.15371107011,13240.717026764529,69.77,68.22,71.37,69.76873586512725,68.22218149111097,71.36908214497652
system,Japan,Both,Diabetes and kidney diseases,1990,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7518.997340162958,8261.830891772746,65.35,64.18,67.07,65.34904791572993,64.17623005855685,67.06608778852383
system,Japan,Both,Diabetes and kidney diseases,1991,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7461.020381463097,8253.122138745031,65.51,64.41,67.12,65.50670848248562,64.40683912071981,67.1169496102668
system,Japan,Both,Diabetes and kidney diseases,1992,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7427.562139610274,8177.375606157415,65.93,64.77,67.63,65.92759171701444,64.76569146701343,67.62864789147423
system,Japan,Both,Diabetes and kidney diseases,1993,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7419.091504313209,8158.512787264031,66.04,64.86,67.77,66.04007080385924,64.8618406469472,67.76503444281896
system,Japan,Both,Diabetes and kidney diseases,1994,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7388.034193762544,8137.873787558648,66.19,65.03,67.89,66.19103087614445,65.02917111114496,67.89202777937005
system,Japan,Both,Diabetes and kidney diseases,1995,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7367.748298996346,8091.76709377637,66.48,65.28,68.24,66.48058860760887,65.27729325047666,68.24224843765602
system,Japan,Both,Diabetes and kidney diseases,1996,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7328.293371819769,8084.818605544097,66.55,65.40,68.23,66.54883042370923,65.39723836121271,68.23479510817062
system,Japan,Both,Diabetes and kidney diseases,1997,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7288.716483543613,8043.498535224655,66.82,65.67,68.51,66.82151030584866,65.66725862180967,68.51136875455235
system,Japan,Both,Diabetes and kidney diseases,1998,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,8001.486620700108,8743.596413520349,67.10,65.93,68.82,67.10151968859077,65.927558015178,68.82023414203562
system,Japan,Both,Diabetes and kidney diseases,1999,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7996.705302559464,8701.006961818091,67.14,65.90,68.95,67.14091312219108,65.90393115177754,68.9518911458773
system,Japan,Both,Diabetes and kidney diseases,2000,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7948.8893616634605,8706.413429262806,67.45,66.30,69.13,67.44661953952524,66.29654590952667,69.13036119410421
system,Japan,Both,Diabetes and kidney diseases,2001,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7858.84540201658,8632.214248134105,68.02,66.89,69.67,68.0196232398597,66.89311231482192,69.66886840064716
system,Japan,Both,Diabetes and kidney diseases,2002,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7878.433474287069,8608.958386569408,67.95,66.75,69.69,67.94535377989348,66.75277507437968,69.69132411645356
system,Japan,Both,Diabetes and kidney diseases,2003,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7881.676436557806,8600.586291865398,67.94,66.73,69.71,67.93807265375467,66.72622606714403,69.712251735522
system,Japan,Both,Diabetes and kidney diseases,2004,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7807.162756679461,8577.562629187561,68.36,67.23,70.01,68.35898007324695,67.2281277907836,70.0145811091229
system,Japan,Both,Diabetes and kidney diseases,2005,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7790.935152430794,8551.544905294892,68.48,67.34,70.16,68.48314703061058,67.33773908526845,70.1600579854863
system,Japan,Both,Diabetes and kidney diseases,2006,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7787.601476748905,8520.405867363668,68.56,67.37,70.30,68.56216923572595,67.37330019319144,70.3027085164651
system,Japan,Both,Diabetes and kidney diseases,2007,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7751.447728604792,8521.934962622792,68.72,67.59,70.38,68.72038309918692,67.58965903813791,70.37579641513723
system,Japan,Both,Diabetes and kidney diseases,2008,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7695.241470456067,8474.721055898613,69.06,67.94,70.70,69.0610732292307,67.94339359976274,70.6973891132945
system,Japan,Both,Diabetes and kidney diseases,2009,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7658.027019523261,8428.443121557963,69.33,68.20,70.98,69.32684228200459,68.19601382198881,70.98240844111592
system,Japan,Both,Diabetes and kidney diseases,2010,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7658.521637384865,8459.703519384919,69.23,68.15,70.83,69.23440358782771,68.14699949918258,70.82639518875989
system,Japan,Both,Diabetes and kidney diseases,2011,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7627.05049945301,8325.836610775694,69.79,68.54,71.61,69.78700353333645,68.54025801261308,71.61227568213296
system,Japan,Both,Diabetes and kidney diseases,2012,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7559.562452665095,8337.856538298132,69.94,68.82,71.57,69.93585630087864,68.81647421855605,71.57466462604494
system,Japan,Both,Diabetes and kidney diseases,2013,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7568.165551390967,8260.009406257575,70.24,68.98,72.08,70.24053481987671,68.98127892260024,72.0841225282752
